episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
680,1.0,3.0503481402206782,0.6832043636519405,0.041190162032285135,5.19,2.89,8,6.777902882835381,False,True,0.7942248497311141,0,17.671677230923088,1603700905.9802804,in_progress
680,2.0,3.0571288247990416,0.6833746285293433,0.07043217672421209,-15.97,3.65,5,5.825032138708447,False,True,0.8325955427201338,0,17.671677230923088,1603700906.030223,in_progress
680,3.0,3.0681320466662876,0.6829192557000029,-0.12202037829162711,-0.08,3.45,2,5.264097914462973,False,True,0.8948593460950436,0,17.671677230923088,1603700906.095742,in_progress
680,4.0,3.0972717951788526,0.681655112343886,-0.47326182897424063,-0.08,3.45,2,5.236955136140959,False,True,1.059751983770236,0,17.671677230923088,1603700906.1636899,in_progress
680,5.0,3.142132417203167,0.6821227743265492,-0.33902232114445313,-0.08,3.45,2,5.2671104906498405,False,True,1.3136089649988014,1,17.671677230923088,1603700906.2320783,in_progress
680,6.0,3.2143688355671087,0.6841110833727879,0.19188473001969622,-0.08,3.45,2,5.731220148291805,False,True,1.7223824144134936,1,17.671677230923088,1603700906.2962286,in_progress
680,7.0,3.279356120094934,0.6861841206416847,0.5619114230902229,-0.08,3.45,2,5.771246503771371,False,True,2.090134839128562,1,17.671677230923088,1603700906.3683848,in_progress
680,8.0,3.3825677506002196,0.6903704919260105,1.221818111541888,-0.08,3.45,2,5.899399533809546,False,True,2.6741944008032514,2,17.671677230923088,1603700906.433349,in_progress
680,9.0,3.474397193942756,0.6965629521504578,2.152545078426963,-15.97,3.65,5,5.9272808080416794,False,True,3.1938488180683247,2,17.671677230923088,1603700906.5059102,in_progress
680,10.0,3.611365323807632,0.7013142831649362,1.931813026463793,-15.97,3.65,5,6.406667466853346,False,True,3.9689298585732433,3,17.671677230923088,1603700906.5688448,in_progress
680,11.0,3.737753043782439,0.6963973567042305,-0.07727035711679067,-0.08,3.45,2,6.704829909691426,False,True,4.684119211570257,3,17.671677230923088,1603700906.632875,in_progress
680,12.0,3.8813286341355404,0.6847244917970766,-2.4151464931598063,-0.08,3.45,2,6.805425442824818,False,True,5.496557137780844,3,17.671677230923088,1603700906.700343,in_progress
680,13.0,4.047720844047548,0.6685280265823481,-4.303153859034245,-0.08,3.45,2,6.540820965514266,False,True,6.438099962038661,4,17.671677230923088,1603700906.7679834,in_progress
680,14.0,4.225290912257108,0.6479400706221179,-5.801433353802956,-0.08,3.45,2,5.841646382905582,False,True,7.4428868544117455,4,17.671677230923088,1603700906.8366456,in_progress
680,15.0,4.421609126970337,0.6238426120077171,-6.596733016047761,13.8,1.76,4,3.959105725603731,False,True,8.553758134708014,5,17.671677230923088,1603700906.9024339,in_progress
680,16.0,4.602395363657177,0.605385473152498,-6.220696615036554,26.8,1.2,9,3.183502790684073,False,True,9.576748902221805,6,17.671677230923088,1603700906.968751,in_progress
680,17.0,4.7963489754795905,0.6011540569949276,-3.0167658495730727,13.8,1.76,4,4.270416828317672,False,True,10.674279623969582,6,17.671677230923088,1603700907.0338757,in_progress
680,18.0,4.949231799341913,0.6097069920135266,0.28061176250728015,5.19,2.89,8,5.7727900747198415,False,True,11.539425981312732,7,17.671677230923088,1603700907.1025605,in_progress
680,19.0,5.101907855824151,0.6254405931168375,3.163804504704956,5.19,2.89,8,5.992374739626426,False,True,12.403416816119561,7,17.671677230923088,1603700907.1674318,in_progress
680,20.0,5.279020583015265,0.6535800492380958,6.745352120602644,5.19,2.89,8,6.3325398130851625,False,True,13.405714298533617,7,17.671677230923088,1603700907.2381737,in_progress
680,21.0,5.437996382151465,0.684747279418746,9.032279755671475,3.05,2.5,3,6.530032536929433,False,True,14.305385164345921,8,17.671677230923088,1603700907.2992306,in_progress
680,22.0,5.609654017890346,0.7240489101294713,11.282117710298987,3.05,2.5,3,6.528983177651396,False,True,15.276836109373104,9,17.671677230923088,1603700907.3723571,in_progress
680,23.0,5.750511859998165,0.762417852023057,13.27027851002868,3.05,2.5,3,6.991492439571607,False,True,16.073996155437623,9,17.671677230923088,1603700907.4369872,in_progress
680,24.0,5.932599908518838,0.8213547881796255,16.25982303351332,3.05,2.5,3,6.6560376398510535,False,True,17.116186519230585,9,17.671677230923088,1603700907.504108,in_progress
680,25.0,6.0708942815963045,0.8727664831409557,18.431008315117797,3.05,2.5,3,6.51578659056498,False,True,17.903188910718782,10,17.671677230923088,1603700907.5713058,in_progress
680,26.0,6.227068984893111,0.9382226361773112,20.896001217653613,3.05,2.5,3,6.565693844309358,False,False,18.792594695540725,10,17.671677230923088,1603700907.6381438,in_progress
680,27.0,6.410532539959111,1.0227312720666362,23.33154431026797,3.05,2.5,3,5.452617238695383,False,False,20.023298909898717,11,17.671677230923088,1603700907.7045271,in_progress
680,28.0,6.541151740386214,1.0876659637191768,24.908023602503896,13.47,1.5,1,3.84198574332562,False,False,21.337992309149868,13,17.671677230923088,1603700907.7741206,in_progress
680,29.0,6.688421085467402,1.174193695274679,28.046393513136238,13.47,1.5,1,3.3719032340919526,False,False,22.83226557385349,14,17.671677230923088,1603700907.8391254,in_progress
680,30.0,6.797382198464326,1.2523358138211476,31.741623868957245,26.8,1.2,9,1.0089661975972761,False,False,24.029385282078213,15,17.671677230923088,1603700907.9093826,in_progress
680,31.0,6.917246279048599,1.3585966739510358,37.14867933828921,26.8,1.2,9,0.6935825457198842,False,False,25.54980547215458,17,17.671677230923088,1603700907.9710498,in_progress
